NAICS code,caption,trir,dart
3361,Motor vehicle manufacturing,6.5,3.8
33611,Automobile and light duty motor vehicle manufacturing,6.7,4
336111,Automobile manufacturing,6.2,4
336112,Light truck and utility vehicle manufacturing,7.7,4
33612,Heavy duty truck manufacturing,5.1,3.1
3362,Motor vehicle body and trailer manufacturing,7.4,3.7
33621,Motor vehicle body and trailer manufacturing,7.4,3.7
336211,Motor vehicle body manufacturing,6.4,3.2
336212,Truck trailer manufacturing,7.3,3.4
336213,Motor home manufacturing,8.7,4.9
336214,Travel trailer and camper manufacturing,8.6,4.1
3363,Motor vehicle parts manufacturing,4.1,2.4
33631,Motor vehicle gasoline engine and engine parts manufacturing,3.6,2.1
33632,Motor vehicle electrical and electronic equipment manufacturing,3.3,2.1
33633,Motor vehicle steering and suspension components (except spring) manufacturing,3.6,2.2
33634,Motor vehicle brake system manufacturing,4.3,2.8
33635,Motor vehicle transmission and power train parts manufacturing,3,1.8
33636,Motor vehicle seating and interior trim manufacturing,4.2,2.8
33637,Motor vehicle metal stamping,6.3,2.9
33639,Other motor vehicle parts manufacturing,4.2,2.6
3364,Aerospace product and parts manufacturing,2.7,1.6
33641,Aerospace product and parts manufacturing,2.7,1.6
336411,Aircraft manufacturing,3.4,2.2
336412,Aircraft engine and engine parts manufacturing,2.1,0.9
336413,Other aircraft parts and auxiliary equipment manufacturing,2.9,1.3
336414,Guided missile and space vehicle manufacturing,0.8,0.5
336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,1.4,0.8
336419,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,1.8,1.2
3365,Railroad rolling stock manufacturing,2.9,1.6
3366,Ship and boat building,5.7,3.4
33661,Ship and boat building,5.7,3.4
336611,Ship building and repairing,6,3.8
336612,Boat building,5,2.4
3369,Other transportation equipment manufacturing,2.3,1
33699,Other transportation equipment manufacturing,2.3,1
336991,"Motorcycle, bicycle, and parts manufacturing",1.6,0.7
336992,"Military armored vehicle, tank, and tank component manufacturing",3.2,1.4
336999,All other transportation equipment manufacturing,2.6,1.1
337,Furniture and related product manufacturing,4.6,2.7
3371,Household and institutional furniture and kitchen cabinet manufacturing,4.7,2.7
33711,Wood kitchen cabinet and countertop manufacturing,4.1,2.2
33712,Household and institutional furniture manufacturing,5.3,3.1
337121,Upholstered household furniture manufacturing,5,2.9
337122,Nonupholstered wood household furniture manufacturing,5.4,3
337124,Metal household furniture manufacturing,4.8,3.1
337125,Household furniture (except wood and metal) manufacturing,5.4,4
337127,Institutional furniture manufacturing,5.7,3.7
3372,Office furniture (including fixtures) manufacturing,4.8,2.9
33721,Office furniture (including fixtures) manufacturing,4.8,2.9
337211,Wood office furniture manufacturing,3.6,2.1
337212,Custom architectural woodwork and millwork manufacturing,3.7,2.4
337214,Office furniture (except wood) manufacturing,3,2
337215,"Showcase, partition, shelving, and locker manufacturing",6.6,3.9
3379,Other furniture related product manufacturing,3.7,2.4
33791,Mattress manufacturing,4.2,2.5
33792,Blind and shade manufacturing,2.7,2.1
339,Miscellaneous manufacturing,2.4,1.4
3391,Medical equipment and supplies manufacturing,2,1
33911,Medical equipment and supplies manufacturing,2,1
339112,Surgical and medical instrument manufacturing,1.7,0.9
339113,Surgical appliance and supplies manufacturing,2.4,1.2
339115,Ophthalmic goods manufacturing,2.9,2.1
339116,Dental laboratories,0.9,0.4
3399,Other miscellaneous manufacturing,3,1.7
33991,Jewelry and silverware manufacturing,1.8,1.2
33992,Sporting and athletic goods manufacturing,2.9,1.7
33993,"Doll, toy, and game manufacturing",1.8,1.1
33994,Office supplies (except paper) manufacturing,2.4,1.6
33995,Sign manufacturing,3.6,1.6
33999,All other miscellaneous manufacturing,3.2,2
339991,"Gasket, packing, and sealing device manufacturing",2.7,1.5
339992,Musical instrument manufacturing,3.9,2.9
339993,"Fastener, button, needle, and pin manufacturing",2.5,1.9
339994,"Broom, brush, and mop manufacturing",4.5,2.7
339995,Burial casket manufacturing,6.3,2.9
339999,All other miscellaneous manufacturing,2.9,1.9
42,Wholesale trade,2.8,1.8
423,"Merchant wholesalers, durable goods",2.6,1.5
4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,3.4,2
4232,Furniture and home furnishing merchant wholesalers,2.9,1.7
4233,Lumber and other construction materials merchant wholesalers,4.7,3.2
4234,Professional and commercial equipment and supplies merchant wholesalers,1.3,0.7
4235,Metal and mineral (except petroleum) merchant wholesalers,5,3.4
4236,Household appliances and electrical and electronic goods merchant wholesalers,1.5,0.8
4237,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers",3,1.9
4238,"Machinery, equipment, and supplies merchant wholesalers",2.7,1.3
4239,Miscellaneous durable goods merchant wholesalers,2.4,1.5
42391,Sporting and recreational goods and supplies merchant wholesalers,2.3,1.1
42392,Toy and hobby goods and supplies merchant wholesalers,1.4,1
42393,Recyclable material merchant wholesalers,4.2,2.5
42394,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",0.3,0.2
42399,Other miscellaneous durable goods merchant wholesalers,1.6,1.1
424,"Merchant wholesalers, nondurable goods",3.7,2.6
4241,Paper and paper product merchant wholesalers,2.1,1.1
4242,Drugs and druggists' sundries merchant wholesalers,1.6,1.1
4243,"Apparel, piece goods, and notions merchant wholesalers",1.3,0.9
4244,Grocery and related product merchant wholesalers,4.7,3.6
4245,Farm product raw material merchant wholesalers,-,1.8
4246,Chemical and allied products merchant wholesalers,3,-
4247,Petroleum and petroleum products merchant wholesalers,2.3,0.9
4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",6,4.4
4249,Miscellaneous nondurable goods merchant wholesalers,3.2,2.1
425,Wholesale electronic markets and agents and brokers,1.2,0.9
44-45,Retail trade,3.3,2
441,Motor vehicle and parts dealers,3.3,1.7
4411,Automobile dealers,3.2,1.5
44111,New car dealers,3.3,1.5
4412,Other motor vehicle dealers,4,2
44121,Recreational vehicle dealers,4.7,2
44122,"Motorcycle, boat, and other motor vehicle dealers",-,1.9
4413,"Automotive parts, accessories, and tire stores",3.3,2.2
44131,Automotive parts and accessories stores,2.7,1.8
44132,Tire dealers,4.4,3.1
442,Furniture and home furnishings stores,3.2,2.1
4421,Furniture stores,2.7,1.9
4422,Home furnishings stores,3.7,2.3
44221,Floor covering stores,1.7,1.3
44229,Other home furnishings stores,4.9,2.9
443,Electronics and appliance stores,1.2,0.6
4431,Electronics and appliance stores,1.2,0.6
44314,Electronics and appliance stores,1.2,0.6
443141,Household appliance stores,2.2,0.8
443142,Electronics stores,1.1,0.6
444,Building material and garden equipment and supplies dealers,4.6,3.1
4441,Building material and supplies dealers,4.7,3.2
44411,Home centers,5.3,3.6
44412,Paint and wallpaper stores,2.6,1.9
44413,Hardware stores,3,1.9
44419,Other building material dealers,4.6,3.1
4442,Lawn and garden equipment and supplies stores,3.8,2.4
44421,Outdoor power equipment stores,0.9,0.7
44422,"Nursery, garden center, and farm supply stores",4.7,3
445,Food and beverage stores,4,2.5
4451,Grocery stores,4.3,2.7
44511,Supermarkets and other grocery (except convenience) stores,4.5,2.9
44512,Convenience stores,1.7,0.9
4452,Specialty food stores,2.7,1.3
44521,Meat markets,4.9,2
44522,Fish and seafood markets,2.2,1.3
44523,Fruit and vegetable markets,2.5,1.5
44529,Other specialty food stores,2,1
4453,"Beer, wine, and liquor stores",0.9,0.6
446,Health and personal care stores,2,0.8
4461,Health and personal care stores,2,0.8
44611,Pharmacies and drug stores,2.4,1
44612,"Cosmetics, beauty supplies, and perfume stores",1.2,0.5
44619,Other health and personal care stores,1.3,0.5
447,Gasoline stations,2.8,1.1
4471,Gasoline stations,2.8,1.1
44711,Gasoline stations with convenience stores,2.9,1.1
44719,Other gasoline stations,1.9,1
448,Clothing and clothing accessories stores,1.8,0.8
4481,Clothing stores,2.1,0.9
44811,Men's clothing stores,1.8,1.2
44812,Women's clothing stores,2.2,1
44814,Family clothing stores,2.5,1
44815,Clothing accessories stores,0.9,0.7
44819,Other clothing stores,2,0.7
4482,Shoe stores,1.8,1.1
4483,"Jewelry, luggage, and leather goods stores",0.5,0.3
44831,Jewelry stores,0.5,0.3
44832,Luggage and leather goods stores,1,0.2
451,"Sporting goods, hobby, book, and music stores",2,1.1
4511,"Sporting goods, hobby, and musical instrument stores",2.1,1.2
45111,Sporting goods stores,2,1.1
45112,"Hobby, toy, and game stores",2.6,1.5
45114,Musical instrument and supplies stores,1.5,1.2
4512,Book stores and news dealers,0.9,0.5
45121,Book stores and news dealers,0.9,0.5
451211,Book stores,0.9,0.5
452,General merchandise stores,4.3,2.7
4521,Department stores,3.8,2.3
4529,Other general merchandise stores,4.5,2.9
45291,Warehouse clubs and supercenters,4.6,3
45299,All other general merchandise stores,4.2,2.5
453,Miscellaneous store retailers,2.8,1.5
4531,Florists,1.1,0.5
4532,"Office supplies, stationery, and gift stores",2.4,1
45321,Office supplies and stationery stores,2.3,1
45322,"Gift, novelty, and souvenir stores",2.4,1.1
4533,Used merchandise stores,4.4,3.1
4539,Other miscellaneous store retailers,2.7,1.2
45391,Pet and pet supplies stores,6.1,2.6
45399,All other miscellaneous store retailers,0.7,0.4
454,Nonstore retailers,2.4,1.5
4541,Electronic shopping and mail-order houses,1.4,0.8
45411,Electronic shopping and mail-order houses,1.4,0.8
454111,Electronic shopping,1.1,0.7
454112,Electronic auctions,0.3,0.2
454113,Mail-order houses,1.8,1.1
4542,Vending machine operators,3,1.5
4543,Direct selling establishments,4.7,3.1
45431,Fuel dealers,5.5,3.2
48-49,Transportation and warehousing,4.6,3.3
481,Air transportation,6.7,5.1
4811,Scheduled air transportation,7.3,5.5
48111,Scheduled air transportation,7.3,5.5
481111,Scheduled passenger air transportation,7.4,5.7
481112,Scheduled freight air transportation,1.3,1
4812,Nonscheduled air transportation,2.1,1.2
482,Rail transportation,2,1.4
483,Water transportation,2.2,1.2
4831,"Deep sea, coastal, and great lakes water transportation",2.6,1.2
48311,"Deep sea, coastal, and great lakes water transportation",2.6,1.2
483113,Coastal and great lakes freight transportation,3.3,1.9
483114,Coastal and great lakes passenger transportation,3.7,1.8
4832,Inland water transportation,1.8,1.2
48321,Inland water transportation,1.8,1.2
483211,Inland water freight transportation,1.5,1
483212,Inland water passenger transportation,3.5,2.3
484,Truck transportation,4.3,3
4841,General freight trucking,4.2,3
48411,"General freight trucking, local",3.7,2.7
48412,"General freight trucking, long-distance",4.4,3.1
4842,Specialized freight trucking,4.3,3
48421,Used household and office goods moving,7.6,5.1
48422,"Specialized freight (except used goods) trucking, local",3.3,2.3
48423,"Specialized freight (except used goods) trucking, long-distance",4,2.8
485,Transit and ground passenger transportation,4.6,3.1
4851,Urban transit systems,6.2,4.9
4852,Interurban and rural bus transportation,7.3,4.1
4853,Taxi and limousine service,2.6,2
48531,Taxi service,2.8,1.9
48532,Limousine service,2.4,2
4854,School and employee bus transportation,4.6,2.6
4855,Charter bus industry,4.4,3.4
4859,Other transit and ground passenger transportation,4.8,3.2
486,Pipeline transportation,1,0.4
4862,Pipeline transportation of natural gas,1.2,0.3
4869,Other pipeline transportation,0.7,0.4
48691,Pipeline transportation of refined petroleum products,0.8,0.4
487,Scenic and sightseeing transportation,3.6,1.6
4871,"Scenic and sightseeing transportation, land",4.1,2
4872,"Scenic and sightseeing transportation, water",2.9,1.4
4879,"Scenic and sightseeing transportation, other",4.4,0.9
488,Support activities for transportation,3.3,2.2
4881,Support activities for air transportation,4.3,2.9
4882,Support activities for rail transportation,2.8,2.2
4883,Support activities for water transportation,5.1,3.2
48832,Marine cargo handling,6.1,3.7
48833,Navigational services to shipping,3.2,1.8
4884,Support activities for road transportation,3.6,2.5
48841,Motor vehicle towing,4.1,2.7
4885,Freight transportation arrangement,1.7,1.2
4889,Other support activities for transportation,4,2.1
492,Couriers and messengers,7,5.5
4921,Couriers and express delivery services,7.4,5.8
493,Warehousing and storage,5,3.7
4931,Warehousing and storage,5,3.7
49311,General warehousing and storage,5,3.7
49312,Refrigerated warehousing and storage,5.6,4
49313,Farm product warehousing and storage,2.7,1.4
49319,Other warehousing and storage,4.7,3.7
22,Utilities,2.1,1.2
221,Utilities,2.1,1.2
2211,"Electric power generation, transmission and distribution",1.7,0.9
22111,Electric power generation,1,0.5
221111,Hydroelectric power generation,2.3,1.8
221112,Fossil fuel electric power generation,1.4,0.6
221113,Nuclear electric power generation,0.3,0.1
22112,"Electric power transmission, control, and distribution",2.1,1.1
221117,Biomass electric power generation,-,-
2212,Natural gas distribution,2.8,1.8
2213,"Water, sewage and other systems",3.8,2.5
22131,Water supply and irrigation systems,4.2,2.7
51,Information,1.3,0.7
511,Publishing industries (except internet),0.8,0.4
5111,"Newspaper, periodical, book, and directory publishers",1.3,0.6
51111,Newspaper publishers,2.1,1
51112,Periodical publishers,0.3,0.1
51113,Book publishers,0.6,0.2
5112,Software publishers,0.3,0.2
512,Motion picture and sound recording industries,2,0.5
5121,Motion picture and video industries,-,0.6
51213,Motion picture and video exhibition,3.2,1
51219,Postproduction services and other motion picture and video industries,0.5,0.4
51221,Record production,-,-
515,Broadcasting (except internet),1.5,0.8
5151,Radio and television broadcasting,1.1,0.5
51511,Radio broadcasting,0.7,0.3
51512,Television broadcasting,1.4,0.6
5152,Cable and other subscription programming,2.5,1.8
517,Telecommunications,2,1.4
5171,Wired telecommunications carriers,2.5,1.7
5172,Wireless telecommunications carriers (except satellite),0.6,0.4
5174,Satellite telecommunications,3.1,2.4
5179,Other telecommunications,0.8,0.6
518,"Data processing, hosting, and related services",0.4,0.3
519,Other information services,0.2,0.1
5191,Other information services,0.2,0.1
51912,Libraries and archives,1.1,0.3
51913,Internet publishing and broadcasting and web search portals,0.1,(- 9 -)
52,Finance and insurance,0.6,0.2
522,Credit intermediation and related activities,0.6,0.2
5221,Depository credit intermediation,0.7,0.2
52211,Commercial banking,0.6,0.2
52212,Savings institutions,1.2,0.4
52213,Credit unions,1,0.4
5222,Nondepository credit intermediation,0.5,0.2
52221,Credit card issuing,0.6,0.2
52222,Sales financing,0.7,0.1
52229,Other nondepository credit intermediation,0.4,0.2
5223,Activities related to credit intermediation,0.4,0.2
52231,Mortgage and nonmortgage loan brokers,0.3,0.1
52232,"Financial transactions processing, reserve, and clearinghouse activities",0.4,0.2
52239,Other activities related to credit intermediation,0.6,0.3
523,"Securities, commodity contracts, and other financial investments and related activities",-,0.1
52311,Investment banking and securities dealing,0.2,(- 9 -)
52312,Securities brokerage,0.2,(- 9 -)
5239,Other financial investment activities,0.3,0.2
52392,Portfolio management,0.5,0.2
52393,Investment advice,0.1,(- 9 -)
524,Insurance carriers and related activities,0.6,0.2
5241,Insurance carriers,0.7,0.2
52411,"Direct life, health, and medical insurance carriers",0.7,0.2
52412,"Direct insurance (ex. life, health, and medical) carriers",0.8,0.3
52413,Reinsurance carriers,0.6,0.1
5242,"Agencies, brokerages, and other insurance related activities",0.5,0.2
52421,Insurance agencies and brokerages,0.4,0.1
52429,Other insurance related activities,0.9,0.3
53,Real estate and rental and leasing,2.7,1.4
531,Real estate,2.5,1.2
5311,Lessors of real estate,3,1.6
53111,Lessors of residential buildings and dwellings,3.8,2.2
53112,Lessors of nonresidential buildings (except miniwarehouses),-,0.7
5312,Offices of real estate agents and brokers,0.6,0.3
5313,Activities related to real estate,2.9,1.3
53131,Real estate property managers,3.2,1.5
53139,Other activities related to real estate,1,0.7
532,Rental and leasing services,3.4,1.9
5321,Automotive equipment rental and leasing,4.6,2.4
53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",-,2.6
53221,Consumer electronics and appliances rental,0.9,0.3
53222,Formal wear and costume rental,2.3,1.4
5323,General rental centers,4.6,3
5324,Commercial and industrial machinery and equipment rental and leasing,1.8,0.9
53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",1.4,0.6
53242,Office machinery and equipment rental and leasing,2.1,0.7
53249,Other commercial and industrial machinery and equipment rental and leasing,2.3,1.3
54,"Professional, scientific, and technical services",0.9,0.3
541,"Professional, scientific, and technical services",0.9,0.3
5411,Legal services,0.4,0.1
5412,"Accounting, tax preparation, bookkeeping, and payroll services",0.4,0.1
54121,"Accounting, tax preparation, bookkeeping, and payroll services",0.4,0.1
541211,Offices of certified public accountants,0.1,(- 9 -)
541219,Other accounting services,0.7,0.3
5413,"Architectural, engineering, and related services",0.7,0.3
54131,Architectural services,0.5,0.1
54133,Engineering services,0.7,0.3
54138,Testing laboratories,1,0.5
5414,Specialized design services,0.4,0.2
5415,Computer systems design and related services,0.2,0.1
54151,Computer systems design and related services,0.2,0.1
541511,Custom computer programming services,-,0.1
541512,Computer systems design services,0.2,0.1
541513,Computer facilities management services,0.4,0.2
541519,Other computer related services,0.4,0.2
54162,Environmental consulting services,0.5,0.2
54169,Other scientific and technical consulting services,-,0.9
5417,Scientific research and development services,0.8,0.3
5418,"Advertising, public relations, and related services",0.7,0.4
5419,"Other professional, scientific, and technical services",6.2,1.4
54191,Marketing research and public opinion polling,0.1,(- 9 -)
54192,Photographic services,1,0.4
54194,Veterinary services,12.3,2.6
54199,"All other professional, scientific, and technical services",0.7,0.4
55,Management of companies and enterprises,0.9,0.4
56,Administrative and support and waste management and remediation services,2.3,1.4
561,Administrative and support services,2.2,1.3
5611,Office administrative services,1,0.4
5612,Facilities support services,3.2,1.8
5613,Employment services,1.6,0.9
56131,Employment placement agencies and executive search services,-,0.7
5614,Business support services,0.9,0.5
56141,Document preparation services,0.2,0.1
56142,Telephone call centers,0.8,0.4
56144,Collection agencies,0.5,0.2
56149,Other business support services,1.8,1.2
5615,Travel arrangement and reservation services,1,0.7
56152,Tour operators,1,0.6
56159,Other travel arrangement and reservation services,1.2,0.7
5616,Investigation and security services,1.6,0.8
56161,"Investigation, guard, and armored car services",1.7,0.8
561612,Security guards and patrol services,1.5,0.8
561613,Armored car services,6.1,3
56162,Security systems services,1.2,0.7
5617,Services to buildings and dwellings,3.7,2.4
56171,Exterminating and pest control services,4.5,2.8
56172,Janitorial services,3.2,2.1
56173,Landscaping services,4.4,2.9
56174,Carpet and upholstery cleaning services,1.5,0.9
56179,Other services to buildings and dwellings,3.1,2.4
5619,Other support services,1.9,1
562,Waste management and remediation services,4,2.6
5621,Waste collection,5,3.2
56211,Waste collection,5,3.2
562111,Solid waste collection,5.2,3.4
562112,Hazardous waste collection,3.4,2
562119,Other waste collection,3.7,1.9
5622,Waste treatment and disposal,3.7,2.3
56221,Waste treatment and disposal,3.7,2.3
562211,Hazardous waste treatment and disposal,2.6,1.3
562212,Solid waste landfill,4.9,3.3
562213,Solid waste combustors and incinerators,1,0.9
562219,Other nonhazardous waste treatment and disposal,3.7,2.7
5629,Remediation and other waste management services,3.1,-
56292,Materials recovery facilities,6,4.5
61,Educational services,2,0.9
611,Educational services,2,0.9
6111,Elementary and secondary schools,2.8,1.3
6113,"Colleges, universities, and professional schools",1.7,0.7
6114,Business schools and computer and management training,0.3,0.2
61141,Business and secretarial schools,-,-
61143,Professional and management development training,0.5,0.2
6115,Technical and trade schools,1,0.3
61161,Fine arts schools,2,1.5
61162,Sports and recreation instruction,2.9,1.7
61169,All other schools and instruction,1.9,1.1
6117,Educational support services,-,0.3
62,Health care and social assistance,4.2,1.9
621,Ambulatory health care services,2.3,0.8
6211,Offices of physicians,1.7,0.4
62111,Offices of physicians,1.7,0.4
621111,Offices of physicians (except mental health specialists),1.7,0.4
621112,"Offices of physicians, mental health specialists",0.6,0.2
6212,Offices of dentists,1.5,0.2
6213,Offices of other health practitioners,1.1,0.4
6214,Outpatient care centers,3.5,1
6215,Medical and diagnostic laboratories,2.1,0.7
6216,Home health care services,3,1.6
6219,Other ambulatory health care services,6.6,3.3
62191,Ambulance services,7.8,4.1
62199,All other ambulatory health care services,5.1,2.4
622,Hospitals,5.9,2.3
6221,General medical and surgical hospitals,5.9,2.3
6222,Psychiatric and substance abuse hospitals,6.9,3.8
6223,Specialty (except psychiatric and substance abuse) hospitals,5,2.7
623,Nursing and residential care facilities,6.4,3.9
6231,Nursing care facilities (skilled nursing facilities),6.5,4.2
6232,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",6.1,3.2
6233,Continuing care retirement communities and assisted living facilities for the elderly,6.5,4
6239,Other residential care facilities,6.9,3.8
624,Social assistance,3.2,1.7
6241,Individual and family services,3.3,1.7
62411,Child and youth services,2.8,1.2
62412,Services for the elderly and persons with disabilities,3.3,1.7
6242,"Community food and housing, and emergency and other relief services",3.3,1.8
62421,Community food services,4.2,2.8
62422,Community housing services,2.6,1.3
62423,Emergency and other relief services,4.3,2.5
6243,Vocational rehabilitation services,5.6,3.1
6244,Child day care services,2.2,1.2
71,"Arts, entertainment, and recreation",4.4,2.2
711,"Performing arts, spectator sports, and related industries",6.5,3
7111,Performing arts companies,-,1.8
711212,Racetracks,4.2,1.9
711219,Other spectator sports,1.5,0.7
7113,"Promoters of performing arts, sports, and similar events",3.9,1.3
7114,"Agents and managers for artists, athletes, entertainers, and other public figures",0.2,-
7115,"Independent artists, writers, and performers",1.5,0.5
712,"Museums, historical sites, and similar institutions",4,1.9
713,"Amusement, gambling, and recreation industries",3.8,2
7131,Amusement parks and arcades,6.7,5.1
71311,Amusement and theme parks,7.1,5.5
7132,Gambling industries,3.3,1.8
7139,Other amusement and recreation industries,3.4,1.4
71391,Golf courses and country clubs,4.2,1.7
71392,Skiing facilities,8.5,5.2
71393,Marinas,4.3,2.2
71394,Fitness and recreational sports centers,2.4,1
71395,Bowling centers,2.6,0.8
71399,All other amusement and recreation industries,3.4,1.4
72,Accommodation and food services,3.3,1.4
721,Accommodation,4.4,2.4
7211,Traveler accommodation,4.3,2.4
72111,Hotels (except casino hotels) and motels,4.4,2.4
72112,Casino hotels,4.3,2.4
72119,Other traveler accommodation,2.6,1.3
7212,RV (recreational vehicle) parks and recreational camps,-,2.7
72121,RV (recreational vehicle) parks and recreational camps,-,2.7
721211,RV (recreational vehicle) parks and campgrounds,5.5,3.2
721214,Recreational and vacation camps (except campgrounds),7.4,2.2
722,Food services and drinking places,3.1,1.2
7223,Special food services,3.9,2.5
7224,Drinking places (alcoholic beverages),1.4,0.6
7225,Restaurants and other eating places,3.1,1.1
72251,Restaurants and other eating places,3.1,1.1
722511,Full-service restaurants,3,1
722513,Limited-service restaurants,3,1.2
722514,"Cafeterias, grill buffets, and buffets",2.6,1
722515,Snack and nonalcoholic beverage bars,4.3,1.2
81,Other services (except public administration),2.3,1.2
811,Repair and maintenance,2.6,1.4
8111,Automotive repair and maintenance,2.6,1.4
8112,Electronic and precision equipment repair and maintenance,1.3,0.6
8113,Commercial and industrial machinery and equipment (ex auto and electronic) repair and maintenance,3.5,1.7
8114,Personal and household goods repair and maintenance,1.5,0.8
812,Personal and laundry services,2.4,1.3
8122,Death care services,-,1.5
8123,Drycleaning and laundry services,3.1,2.2
81231,Coin-operated laundries and drycleaners,3,2.3
81232,Drycleaning and laundry services (except coin-operated),1.6,0.9
81233,Linen and uniform supply,4.4,3.3
812331,Linen supply,4.4,3.4
812332,Industrial launderers,4.4,3.2
8129,Other personal services,4.2,1.7
81292,Photofinishing,1.3,0.7
81293,Parking lots and garages,2.4,1.3
813,"Religious, grantmaking, civic, professional, and similar organizations",1.8,0.8
61,Educational services,1.8,0.8
611,Educational services,1.8,0.8
6113,"Colleges, universities, and professional schools",1.8,0.8
62,Health care and social assistance,7.8,4.4
622,Hospitals,8.2,4.5
623,Nursing and residential care facilities,13.7,8.4
92,Public administration,3.9,1.9
922,"Justice, public order, and safety activities",5.7,3
9221,"Justice, public order, and safety activities",5.7,3
92212,Police protection,6.7,3.5
92214,Correctional institutions,7.7,4.1
23,Construction,9.1,5.7
237,Heavy and civil engineering construction,9.1,5.8
48-49,Transportation and warehousing,6.6,4.2
485,Transit and ground passenger transportation,6.8,4.5
22,Utilities,5.3,3
221,Utilities,5.3,3
2213,"Water, sewage and other systems",6,3.5
61,Educational services,4,1.5
611,Educational services,4,1.5
6111,Elementary and secondary schools,4.2,1.5
62,Health care and social assistance,4.7,2
622,Hospitals,4.9,1.8
623,Nursing and residential care facilities,6.1,3.8
92,Public administration,6.4,3.3
922,"Justice, public order, and safety activities",9,4.9
9221,"Justice, public order, and safety activities",9,4.9
92212,Police protection,10.2,5.5
92216,Fire protection,9.5,5.9
